Characteristic	Subcharacteristics	Definition	External Practice Source	External Practice Name	External Practice Group	Score Annotator A	Score Annotator B
Comprehensibility	Readability	The ease with which the code of an ML system can be understood.	Breck	No feature’s cost is too much.	TESTS FOR FEATURES AND DATA	0	0
Comprehensibility	Readability	The ease with which the code of an ML system can be understood.	Breck	Features adhere to meta-level requirements.	TESTS FOR FEATURES AND DATA	0	0
Comprehensibility	Readability	The ease with which the code of an ML system can be understood.	Breck	The data pipeline has appropriate privacy controls.	TESTS FOR FEATURES AND DATA	0	0
Comprehensibility	Readability	The ease with which the code of an ML system can be understood.	Breck	New features can be added quickly.	TESTS FOR FEATURES AND DATA	0	2
Comprehensibility	Readability	The ease with which the code of an ML system can be understood.	Breck	All input feature code is tested.	TESTS FOR FEATURES AND DATA	3	2
Comprehensibility	Readability	The ease with which the code of an ML system can be understood.	Breck	Model specs are reviewed and submitted.	TESTS FOR MODEL DEVELOPMENT	2	2
Comprehensibility	Readability	The ease with which the code of an ML system can be understood.	Breck	Offline and online metrics correlate.	TESTS FOR MODEL DEVELOPMENT	0	0
Comprehensibility	Readability	The ease with which the code of an ML system can be understood.	Breck	All hyperparameters have been tuned.	TESTS FOR MODEL DEVELOPMENT	0	0
Comprehensibility	Readability	The ease with which the code of an ML system can be understood.	Breck	The impact of model staleness is known.	TESTS FOR MODEL DEVELOPMENT	0	0
Comprehensibility	Readability	The ease with which the code of an ML system can be understood.	Breck	A simpler model is not better.	TESTS FOR MODEL DEVELOPMENT	0	1
Comprehensibility	Readability	The ease with which the code of an ML system can be understood.	Breck	Model quality is sufficient on important data slices.	TESTS FOR MODEL DEVELOPMENT	0	0
Comprehensibility	Readability	The ease with which the code of an ML system can be understood.	Breck	The model is tested for considerations of inclusion.	TESTS FOR MODEL DEVELOPMENT	0	0
Comprehensibility	Readability	The ease with which the code of an ML system can be understood.	Breck	Training is reproducible.	TESTS FOR ML INFRASTRUCTURE	0	0
Comprehensibility	Readability	The ease with which the code of an ML system can be understood.	Breck	Model specs are unit tested.	TESTS FOR ML INFRASTRUCTURE	3	2
Comprehensibility	Readability	The ease with which the code of an ML system can be understood.	Breck	The ML pipeline is Integration tested	TESTS FOR ML INFRASTRUCTURE	0	0
Comprehensibility	Readability	The ease with which the code of an ML system can be understood.	Breck	Model quality is validated before serving	TESTS FOR ML INFRASTRUCTURE	0	0
Comprehensibility	Readability	The ease with which the code of an ML system can be understood.	Breck	The model is debuggable	TESTS FOR ML INFRASTRUCTURE	1	1
Comprehensibility	Readability	The ease with which the code of an ML system can be understood.	Breck	Models are canaried before serving	TESTS FOR ML INFRASTRUCTURE	0	0
Comprehensibility	Readability	The ease with which the code of an ML system can be understood.	Breck	Serving models can be rolled back.	TESTS FOR ML INFRASTRUCTURE	0	0
Comprehensibility	Readability	The ease with which the code of an ML system can be understood.	Breck	Dependency changes result in notification	MONITORING TESTS FOR ML	0	0
Comprehensibility	Readability	The ease with which the code of an ML system can be understood.	Breck	Data invariants hold for inputs	MONITORING TESTS FOR ML	0	0
Comprehensibility	Readability	The ease with which the code of an ML system can be understood.	Breck	Training and serving are not skewed	MONITORING TESTS FOR ML	0	0
Comprehensibility	Readability	The ease with which the code of an ML system can be understood.	Breck	Models are not too stale	MONITORING TESTS FOR ML	0	0
Comprehensibility	Readability	The ease with which the code of an ML system can be understood.	Breck	Models are numerically stable	MONITORING TESTS FOR ML	0	0
Comprehensibility	Readability	The ease with which the code of an ML system can be understood.	Breck	Computing performance has not regressed	MONITORING TESTS FOR ML	0	0
Comprehensibility	Readability	The ease with which the code of an ML system can be understood.	Breck	Prediction quality has not regressed.	MONITORING TESTS FOR ML	0	0
Comprehensibility	Traceability	The ability to relate artifacts created during the development of an ML system to how they were generated.	Breck	Feature expectations are captured in a schema	TESTS FOR FEATURES AND DATA	0	0
Comprehensibility	Traceability	The ability to relate artifacts created during the development of an ML system to how they were generated.	Breck	All features are beneficial.	TESTS FOR FEATURES AND DATA	0	0
Comprehensibility	Traceability	The ability to relate artifacts created during the development of an ML system to how they were generated.	Breck	No feature’s cost is too much.	TESTS FOR FEATURES AND DATA	0	0
Comprehensibility	Traceability	The ability to relate artifacts created during the development of an ML system to how they were generated.	Breck	Features adhere to meta-level requirements.	TESTS FOR FEATURES AND DATA	1	0
Comprehensibility	Traceability	The ability to relate artifacts created during the development of an ML system to how they were generated.	Breck	The data pipeline has appropriate privacy controls.	TESTS FOR FEATURES AND DATA	2	0
Comprehensibility	Traceability	The ability to relate artifacts created during the development of an ML system to how they were generated.	Breck	New features can be added quickly.	TESTS FOR FEATURES AND DATA	0	0
Comprehensibility	Traceability	The ability to relate artifacts created during the development of an ML system to how they were generated.	Breck	All input feature code is tested.	TESTS FOR FEATURES AND DATA	0	0
Comprehensibility	Traceability	The ability to relate artifacts created during the development of an ML system to how they were generated.	Breck	Model specs are reviewed and submitted.	TESTS FOR MODEL DEVELOPMENT	3	2
Comprehensibility	Traceability	The ability to relate artifacts created during the development of an ML system to how they were generated.	Breck	Offline and online metrics correlate.	TESTS FOR MODEL DEVELOPMENT	0	0
Comprehensibility	Traceability	The ability to relate artifacts created during the development of an ML system to how they were generated.	Breck	All hyperparameters have been tuned.	TESTS FOR MODEL DEVELOPMENT	0	0
Comprehensibility	Traceability	The ability to relate artifacts created during the development of an ML system to how they were generated.	Breck	The impact of model staleness is known.	TESTS FOR MODEL DEVELOPMENT	0	0
Comprehensibility	Traceability	The ability to relate artifacts created during the development of an ML system to how they were generated.	Breck	A simpler model is not better.	TESTS FOR MODEL DEVELOPMENT	0	0
Comprehensibility	Traceability	The ability to relate artifacts created during the development of an ML system to how they were generated.	Breck	Model quality is sufficient on important data slices.	TESTS FOR MODEL DEVELOPMENT	0	0
Comprehensibility	Traceability	The ability to relate artifacts created during the development of an ML system to how they were generated.	Breck	The model is tested for considerations of inclusion.	TESTS FOR MODEL DEVELOPMENT	0	0
Comprehensibility	Traceability	The ability to relate artifacts created during the development of an ML system to how they were generated.	Breck	Training is reproducible.	TESTS FOR ML INFRASTRUCTURE	2	1
Comprehensibility	Traceability	The ability to relate artifacts created during the development of an ML system to how they were generated.	Breck	Model specs are unit tested.	TESTS FOR ML INFRASTRUCTURE	0	0
Comprehensibility	Traceability	The ability to relate artifacts created during the development of an ML system to how they were generated.	Breck	The ML pipeline is Integration tested	TESTS FOR ML INFRASTRUCTURE	0	0
Comprehensibility	Traceability	The ability to relate artifacts created during the development of an ML system to how they were generated.	Breck	Model quality is validated before serving	TESTS FOR ML INFRASTRUCTURE	0	0
Comprehensibility	Traceability	The ability to relate artifacts created during the development of an ML system to how they were generated.	Breck	The model is debuggable	TESTS FOR ML INFRASTRUCTURE	3	0
Comprehensibility	Traceability	The ability to relate artifacts created during the development of an ML system to how they were generated.	Breck	Models are canaried before serving	TESTS FOR ML INFRASTRUCTURE	0	0
Comprehensibility	Traceability	The ability to relate artifacts created during the development of an ML system to how they were generated.	Breck	Serving models can be rolled back.	TESTS FOR ML INFRASTRUCTURE	2	0
Comprehensibility	Traceability	The ability to relate artifacts created during the development of an ML system to how they were generated.	Breck	Dependency changes result in notification	MONITORING TESTS FOR ML	0	0
Comprehensibility	Traceability	The ability to relate artifacts created during the development of an ML system to how they were generated.	Breck	Data invariants hold for inputs	MONITORING TESTS FOR ML	2	0
Comprehensibility	Traceability	The ability to relate artifacts created during the development of an ML system to how they were generated.	Breck	Training and serving are not skewed	MONITORING TESTS FOR ML	0	0
Comprehensibility	Traceability	The ability to relate artifacts created during the development of an ML system to how they were generated.	Breck	Models are not too stale	MONITORING TESTS FOR ML	0	0
Comprehensibility	Traceability	The ability to relate artifacts created during the development of an ML system to how they were generated.	Breck	Models are numerically stable	MONITORING TESTS FOR ML	0	0
Comprehensibility	Traceability	The ability to relate artifacts created during the development of an ML system to how they were generated.	Breck	Computing performance has not regressed	MONITORING TESTS FOR ML	0	0
Comprehensibility	Traceability	The ability to relate artifacts created during the development of an ML system to how they were generated.	Breck	Prediction quality has not regressed.	MONITORING TESTS FOR ML	0	0
Comprehensibility	Understandability	The ease with which the implementation and design choices of an ML system can be understood.	Breck	Feature expectations are captured in a schema	TESTS FOR FEATURES AND DATA	3	3
Comprehensibility	Understandability	The ease with which the implementation and design choices of an ML system can be understood.	Breck	All features are beneficial.	TESTS FOR FEATURES AND DATA	0	0
Comprehensibility	Understandability	The ease with which the implementation and design choices of an ML system can be understood.	Breck	No feature’s cost is too much.	TESTS FOR FEATURES AND DATA	0	0
Comprehensibility	Understandability	The ease with which the implementation and design choices of an ML system can be understood.	Breck	Features adhere to meta-level requirements.	TESTS FOR FEATURES AND DATA	1	0
Comprehensibility	Understandability	The ease with which the implementation and design choices of an ML system can be understood.	Breck	The data pipeline has appropriate privacy controls.	TESTS FOR FEATURES AND DATA	1	0
Comprehensibility	Understandability	The ease with which the implementation and design choices of an ML system can be understood.	Breck	New features can be added quickly.	TESTS FOR FEATURES AND DATA	0	0
Comprehensibility	Understandability	The ease with which the implementation and design choices of an ML system can be understood.	Breck	All input feature code is tested.	TESTS FOR FEATURES AND DATA	3	3
Comprehensibility	Understandability	The ease with which the implementation and design choices of an ML system can be understood.	Breck	Model specs are reviewed and submitted.	TESTS FOR MODEL DEVELOPMENT	3	3
Comprehensibility	Understandability	The ease with which the implementation and design choices of an ML system can be understood.	Breck	Offline and online metrics correlate.	TESTS FOR MODEL DEVELOPMENT	0	0
Comprehensibility	Understandability	The ease with which the implementation and design choices of an ML system can be understood.	Breck	All hyperparameters have been tuned.	TESTS FOR MODEL DEVELOPMENT	0	0
Comprehensibility	Understandability	The ease with which the implementation and design choices of an ML system can be understood.	Breck	The impact of model staleness is known.	TESTS FOR MODEL DEVELOPMENT	2	0
Comprehensibility	Understandability	The ease with which the implementation and design choices of an ML system can be understood.	Breck	A simpler model is not better.	TESTS FOR MODEL DEVELOPMENT	1	0
Comprehensibility	Understandability	The ease with which the implementation and design choices of an ML system can be understood.	Breck	Model quality is sufficient on important data slices.	TESTS FOR MODEL DEVELOPMENT	0	0
Comprehensibility	Understandability	The ease with which the implementation and design choices of an ML system can be understood.	Breck	The model is tested for considerations of inclusion.	TESTS FOR MODEL DEVELOPMENT	1	0
Comprehensibility	Understandability	The ease with which the implementation and design choices of an ML system can be understood.	Breck	Training is reproducible.	TESTS FOR ML INFRASTRUCTURE	1	0
Comprehensibility	Understandability	The ease with which the implementation and design choices of an ML system can be understood.	Breck	Model specs are unit tested.	TESTS FOR ML INFRASTRUCTURE	3	2
Comprehensibility	Understandability	The ease with which the implementation and design choices of an ML system can be understood.	Breck	The ML pipeline is Integration tested	TESTS FOR ML INFRASTRUCTURE	2	0
Comprehensibility	Understandability	The ease with which the implementation and design choices of an ML system can be understood.	Breck	Model quality is validated before serving	TESTS FOR ML INFRASTRUCTURE	0	0
Comprehensibility	Understandability	The ease with which the implementation and design choices of an ML system can be understood.	Breck	The model is debuggable	TESTS FOR ML INFRASTRUCTURE	2	0
Comprehensibility	Understandability	The ease with which the implementation and design choices of an ML system can be understood.	Breck	Models are canaried before serving	TESTS FOR ML INFRASTRUCTURE	0	0
Comprehensibility	Understandability	The ease with which the implementation and design choices of an ML system can be understood.	Breck	Serving models can be rolled back.	TESTS FOR ML INFRASTRUCTURE	0	0
Comprehensibility	Understandability	The ease with which the implementation and design choices of an ML system can be understood.	Breck	Dependency changes result in notification	MONITORING TESTS FOR ML	0	0
Comprehensibility	Understandability	The ease with which the implementation and design choices of an ML system can be understood.	Breck	Data invariants hold for inputs	MONITORING TESTS FOR ML	0	0
Comprehensibility	Understandability	The ease with which the implementation and design choices of an ML system can be understood.	Breck	Training and serving are not skewed	MONITORING TESTS FOR ML	0	0
Comprehensibility	Understandability	The ease with which the implementation and design choices of an ML system can be understood.	Breck	Models are not too stale	MONITORING TESTS FOR ML	0	0
Comprehensibility	Understandability	The ease with which the implementation and design choices of an ML system can be understood.	Breck	Models are numerically stable	MONITORING TESTS FOR ML	0	0
Comprehensibility	Understandability	The ease with which the implementation and design choices of an ML system can be understood.	Breck	Computing performance has not regressed	MONITORING TESTS FOR ML	1	0
Comprehensibility	Understandability	The ease with which the implementation and design choices of an ML system can be understood.	Breck	Prediction quality has not regressed.	MONITORING TESTS FOR ML	1	0
Comprehensibility	Usability	The extent to which an ML system can be effectively used by users.	Breck	Feature expectations are captured in a schema	TESTS FOR FEATURES AND DATA	2	0
Comprehensibility	Usability	The extent to which an ML system can be effectively used by users.	Breck	All features are beneficial.	TESTS FOR FEATURES AND DATA	1	0
Comprehensibility	Usability	The extent to which an ML system can be effectively used by users.	Breck	No feature’s cost is too much.	TESTS FOR FEATURES AND DATA	1	0
Comprehensibility	Usability	The extent to which an ML system can be effectively used by users.	Breck	Features adhere to meta-level requirements.	TESTS FOR FEATURES AND DATA	3	3
Comprehensibility	Usability	The extent to which an ML system can be effectively used by users.	Breck	The data pipeline has appropriate privacy controls.	TESTS FOR FEATURES AND DATA	0	0
Comprehensibility	Usability	The extent to which an ML system can be effectively used by users.	Breck	New features can be added quickly.	TESTS FOR FEATURES AND DATA	0	0
Comprehensibility	Usability	The extent to which an ML system can be effectively used by users.	Breck	All input feature code is tested.	TESTS FOR FEATURES AND DATA	0	0
Comprehensibility	Usability	The extent to which an ML system can be effectively used by users.	Breck	Model specs are reviewed and submitted.	TESTS FOR MODEL DEVELOPMENT	1	1
Comprehensibility	Usability	The extent to which an ML system can be effectively used by users.	Breck	Offline and online metrics correlate.	TESTS FOR MODEL DEVELOPMENT	0	0
Comprehensibility	Usability	The extent to which an ML system can be effectively used by users.	Breck	All hyperparameters have been tuned.	TESTS FOR MODEL DEVELOPMENT	0	0
Comprehensibility	Usability	The extent to which an ML system can be effectively used by users.	Breck	The impact of model staleness is known.	TESTS FOR MODEL DEVELOPMENT	1	0
Comprehensibility	Usability	The extent to which an ML system can be effectively used by users.	Breck	A simpler model is not better.	TESTS FOR MODEL DEVELOPMENT	0	0
Comprehensibility	Usability	The extent to which an ML system can be effectively used by users.	Breck	Model quality is sufficient on important data slices.	TESTS FOR MODEL DEVELOPMENT	1	0
Comprehensibility	Usability	The extent to which an ML system can be effectively used by users.	Breck	The model is tested for considerations of inclusion.	TESTS FOR MODEL DEVELOPMENT	1	0
Comprehensibility	Usability	The extent to which an ML system can be effectively used by users.	Breck	Training is reproducible.	TESTS FOR ML INFRASTRUCTURE	0	0
Comprehensibility	Usability	The extent to which an ML system can be effectively used by users.	Breck	Model specs are unit tested.	TESTS FOR ML INFRASTRUCTURE	1	0
Comprehensibility	Usability	The extent to which an ML system can be effectively used by users.	Breck	The ML pipeline is Integration tested	TESTS FOR ML INFRASTRUCTURE	1	0
Comprehensibility	Usability	The extent to which an ML system can be effectively used by users.	Breck	Model quality is validated before serving	TESTS FOR ML INFRASTRUCTURE	1	0
Comprehensibility	Usability	The extent to which an ML system can be effectively used by users.	Breck	The model is debuggable	TESTS FOR ML INFRASTRUCTURE	0	0
Comprehensibility	Usability	The extent to which an ML system can be effectively used by users.	Breck	Models are canaried before serving	TESTS FOR ML INFRASTRUCTURE	1	0
Comprehensibility	Usability	The extent to which an ML system can be effectively used by users.	Breck	Serving models can be rolled back.	TESTS FOR ML INFRASTRUCTURE	1	0
Comprehensibility	Usability	The extent to which an ML system can be effectively used by users.	Breck	Dependency changes result in notification	MONITORING TESTS FOR ML	1	0
Comprehensibility	Usability	The extent to which an ML system can be effectively used by users.	Breck	Data invariants hold for inputs	MONITORING TESTS FOR ML	1	0
Comprehensibility	Usability	The extent to which an ML system can be effectively used by users.	Breck	Training and serving are not skewed	MONITORING TESTS FOR ML	1	0
Comprehensibility	Usability	The extent to which an ML system can be effectively used by users.	Breck	Models are not too stale	MONITORING TESTS FOR ML	1	0
Comprehensibility	Usability	The extent to which an ML system can be effectively used by users.	Breck	Models are numerically stable	MONITORING TESTS FOR ML	1	0
Comprehensibility	Usability	The extent to which an ML system can be effectively used by users.	Breck	Computing performance has not regressed	MONITORING TESTS FOR ML	1	0
Comprehensibility	Usability	The extent to which an ML system can be effectively used by users.	Breck	Prediction quality has not regressed.	MONITORING TESTS FOR ML	1	0
Comprehensibility	Debuggability	The extent to which the inner workings of the ML system can be analyzed in order to understand why it behaves the way it does.	Breck	Feature expectations are captured in a schema	TESTS FOR FEATURES AND DATA	2	0
Comprehensibility	Debuggability	The extent to which the inner workings of the ML system can be analyzed in order to understand why it behaves the way it does.	Breck	All features are beneficial.	TESTS FOR FEATURES AND DATA	2	0
Comprehensibility	Debuggability	The extent to which the inner workings of the ML system can be analyzed in order to understand why it behaves the way it does.	Breck	No feature’s cost is too much.	TESTS FOR FEATURES AND DATA	2	0
Comprehensibility	Debuggability	The extent to which the inner workings of the ML system can be analyzed in order to understand why it behaves the way it does.	Breck	Features adhere to meta-level requirements.	TESTS FOR FEATURES AND DATA	2	0
Comprehensibility	Debuggability	The extent to which the inner workings of the ML system can be analyzed in order to understand why it behaves the way it does.	Breck	The data pipeline has appropriate privacy controls.	TESTS FOR FEATURES AND DATA	1	0
Comprehensibility	Debuggability	The extent to which the inner workings of the ML system can be analyzed in order to understand why it behaves the way it does.	Breck	New features can be added quickly.	TESTS FOR FEATURES AND DATA	1	0
Comprehensibility	Debuggability	The extent to which the inner workings of the ML system can be analyzed in order to understand why it behaves the way it does.	Breck	All input feature code is tested.	TESTS FOR FEATURES AND DATA	4	4
Comprehensibility	Debuggability	The extent to which the inner workings of the ML system can be analyzed in order to understand why it behaves the way it does.	Breck	Model specs are reviewed and submitted.	TESTS FOR MODEL DEVELOPMENT	4	4
Comprehensibility	Debuggability	The extent to which the inner workings of the ML system can be analyzed in order to understand why it behaves the way it does.	Breck	Offline and online metrics correlate.	TESTS FOR MODEL DEVELOPMENT	0	0
Comprehensibility	Debuggability	The extent to which the inner workings of the ML system can be analyzed in order to understand why it behaves the way it does.	Breck	All hyperparameters have been tuned.	TESTS FOR MODEL DEVELOPMENT	0	0
Comprehensibility	Debuggability	The extent to which the inner workings of the ML system can be analyzed in order to understand why it behaves the way it does.	Breck	The impact of model staleness is known.	TESTS FOR MODEL DEVELOPMENT	3	2
Comprehensibility	Debuggability	The extent to which the inner workings of the ML system can be analyzed in order to understand why it behaves the way it does.	Breck	A simpler model is not better.	TESTS FOR MODEL DEVELOPMENT	2	2
Comprehensibility	Debuggability	The extent to which the inner workings of the ML system can be analyzed in order to understand why it behaves the way it does.	Breck	Model quality is sufficient on important data slices.	TESTS FOR MODEL DEVELOPMENT	1	1
Comprehensibility	Debuggability	The extent to which the inner workings of the ML system can be analyzed in order to understand why it behaves the way it does.	Breck	The model is tested for considerations of inclusion.	TESTS FOR MODEL DEVELOPMENT	1	1
Comprehensibility	Debuggability	The extent to which the inner workings of the ML system can be analyzed in order to understand why it behaves the way it does.	Breck	Training is reproducible.	TESTS FOR ML INFRASTRUCTURE	2	2
Comprehensibility	Debuggability	The extent to which the inner workings of the ML system can be analyzed in order to understand why it behaves the way it does.	Breck	Model specs are unit tested.	TESTS FOR ML INFRASTRUCTURE	4	4
Comprehensibility	Debuggability	The extent to which the inner workings of the ML system can be analyzed in order to understand why it behaves the way it does.	Breck	The ML pipeline is Integration tested	TESTS FOR ML INFRASTRUCTURE	4	4
Comprehensibility	Debuggability	The extent to which the inner workings of the ML system can be analyzed in order to understand why it behaves the way it does.	Breck	Model quality is validated before serving	TESTS FOR ML INFRASTRUCTURE	2	2
Comprehensibility	Debuggability	The extent to which the inner workings of the ML system can be analyzed in order to understand why it behaves the way it does.	Breck	The model is debuggable	TESTS FOR ML INFRASTRUCTURE	4	4
Comprehensibility	Debuggability	The extent to which the inner workings of the ML system can be analyzed in order to understand why it behaves the way it does.	Breck	Models are canaried before serving	TESTS FOR ML INFRASTRUCTURE	1	0
Comprehensibility	Debuggability	The extent to which the inner workings of the ML system can be analyzed in order to understand why it behaves the way it does.	Breck	Serving models can be rolled back.	TESTS FOR ML INFRASTRUCTURE	1	0
Comprehensibility	Debuggability	The extent to which the inner workings of the ML system can be analyzed in order to understand why it behaves the way it does.	Breck	Dependency changes result in notification	MONITORING TESTS FOR ML	3	2
Comprehensibility	Debuggability	The extent to which the inner workings of the ML system can be analyzed in order to understand why it behaves the way it does.	Breck	Data invariants hold for inputs	MONITORING TESTS FOR ML	2	2
Comprehensibility	Debuggability	The extent to which the inner workings of the ML system can be analyzed in order to understand why it behaves the way it does.	Breck	Training and serving are not skewed	MONITORING TESTS FOR ML	1	2
Comprehensibility	Debuggability	The extent to which the inner workings of the ML system can be analyzed in order to understand why it behaves the way it does.	Breck	Models are not too stale	MONITORING TESTS FOR ML	2	2
Comprehensibility	Debuggability	The extent to which the inner workings of the ML system can be analyzed in order to understand why it behaves the way it does.	Breck	Models are numerically stable	MONITORING TESTS FOR ML	2	2
Comprehensibility	Debuggability	The extent to which the inner workings of the ML system can be analyzed in order to understand why it behaves the way it does.	Breck	Computing performance has not regressed	MONITORING TESTS FOR ML	2	2
Comprehensibility	Debuggability	The extent to which the inner workings of the ML system can be analyzed in order to understand why it behaves the way it does.	Breck	Prediction quality has not regressed.	MONITORING TESTS FOR ML	2	2
Responsibility	Explainability	The ability to explain the output of an ML system.	Breck	Feature expectations are captured in a schema	TESTS FOR FEATURES AND DATA	2	0
Responsibility	Explainability	The ability to explain the output of an ML system.	Breck	All features are beneficial.	TESTS FOR FEATURES AND DATA	2	1
Responsibility	Explainability	The ability to explain the output of an ML system.	Breck	No feature’s cost is too much.	TESTS FOR FEATURES AND DATA	2	0
Responsibility	Explainability	The ability to explain the output of an ML system.	Breck	Features adhere to meta-level requirements.	TESTS FOR FEATURES AND DATA	1	0
Responsibility	Explainability	The ability to explain the output of an ML system.	Breck	The data pipeline has appropriate privacy controls.	TESTS FOR FEATURES AND DATA	0	0
Responsibility	Explainability	The ability to explain the output of an ML system.	Breck	New features can be added quickly.	TESTS FOR FEATURES AND DATA	0	0
Responsibility	Explainability	The ability to explain the output of an ML system.	Breck	All input feature code is tested.	TESTS FOR FEATURES AND DATA	0	0
Responsibility	Explainability	The ability to explain the output of an ML system.	Breck	Model specs are reviewed and submitted.	TESTS FOR MODEL DEVELOPMENT	0	0
Responsibility	Explainability	The ability to explain the output of an ML system.	Breck	Offline and online metrics correlate.	TESTS FOR MODEL DEVELOPMENT	0	0
Responsibility	Explainability	The ability to explain the output of an ML system.	Breck	All hyperparameters have been tuned.	TESTS FOR MODEL DEVELOPMENT	0	0
Responsibility	Explainability	The ability to explain the output of an ML system.	Breck	The impact of model staleness is known.	TESTS FOR MODEL DEVELOPMENT	2	0
Responsibility	Explainability	The ability to explain the output of an ML system.	Breck	A simpler model is not better.	TESTS FOR MODEL DEVELOPMENT	0	0
Responsibility	Explainability	The ability to explain the output of an ML system.	Breck	Model quality is sufficient on important data slices.	TESTS FOR MODEL DEVELOPMENT	0	1
Responsibility	Explainability	The ability to explain the output of an ML system.	Breck	The model is tested for considerations of inclusion.	TESTS FOR MODEL DEVELOPMENT	0	0
Responsibility	Explainability	The ability to explain the output of an ML system.	Breck	Training is reproducible.	TESTS FOR ML INFRASTRUCTURE	0	0
Responsibility	Explainability	The ability to explain the output of an ML system.	Breck	Model specs are unit tested.	TESTS FOR ML INFRASTRUCTURE	1	0
Responsibility	Explainability	The ability to explain the output of an ML system.	Breck	The ML pipeline is Integration tested	TESTS FOR ML INFRASTRUCTURE	1	0
Responsibility	Explainability	The ability to explain the output of an ML system.	Breck	Model quality is validated before serving	TESTS FOR ML INFRASTRUCTURE	0	0
Responsibility	Explainability	The ability to explain the output of an ML system.	Breck	The model is debuggable	TESTS FOR ML INFRASTRUCTURE	2	0
Responsibility	Explainability	The ability to explain the output of an ML system.	Breck	Models are canaried before serving	TESTS FOR ML INFRASTRUCTURE	0	0
Responsibility	Explainability	The ability to explain the output of an ML system.	Breck	Serving models can be rolled back.	TESTS FOR ML INFRASTRUCTURE	0	0
Responsibility	Explainability	The ability to explain the output of an ML system.	Breck	Dependency changes result in notification	MONITORING TESTS FOR ML	0	0
Responsibility	Explainability	The ability to explain the output of an ML system.	Breck	Data invariants hold for inputs	MONITORING TESTS FOR ML	0	0
Responsibility	Explainability	The ability to explain the output of an ML system.	Breck	Training and serving are not skewed	MONITORING TESTS FOR ML	0	0
Responsibility	Explainability	The ability to explain the output of an ML system.	Breck	Models are not too stale	MONITORING TESTS FOR ML	0	0
Responsibility	Explainability	The ability to explain the output of an ML system.	Breck	Models are numerically stable	MONITORING TESTS FOR ML	0	0
Responsibility	Explainability	The ability to explain the output of an ML system.	Breck	Computing performance has not regressed	MONITORING TESTS FOR ML	0	0
Responsibility	Explainability	The ability to explain the output of an ML system.	Breck	Prediction quality has not regressed.	MONITORING TESTS FOR ML	0	0
Responsibility	Fairness	The extent to which an ML system prevents unjust predictions towards protected attributes (race, gender, income, etc).	Breck	Feature expectations are captured in a schema	TESTS FOR FEATURES AND DATA	0	0
Responsibility	Fairness	The extent to which an ML system prevents unjust predictions towards protected attributes (race, gender, income, etc).	Breck	All features are beneficial.	TESTS FOR FEATURES AND DATA	1	0
Responsibility	Fairness	The extent to which an ML system prevents unjust predictions towards protected attributes (race, gender, income, etc).	Breck	No feature’s cost is too much.	TESTS FOR FEATURES AND DATA	1	0
Responsibility	Fairness	The extent to which an ML system prevents unjust predictions towards protected attributes (race, gender, income, etc).	Breck	Features adhere to meta-level requirements.	TESTS FOR FEATURES AND DATA	2	0
Responsibility	Fairness	The extent to which an ML system prevents unjust predictions towards protected attributes (race, gender, income, etc).	Breck	The data pipeline has appropriate privacy controls.	TESTS FOR FEATURES AND DATA	1	2
Responsibility	Fairness	The extent to which an ML system prevents unjust predictions towards protected attributes (race, gender, income, etc).	Breck	New features can be added quickly.	TESTS FOR FEATURES AND DATA	0	0
Responsibility	Fairness	The extent to which an ML system prevents unjust predictions towards protected attributes (race, gender, income, etc).	Breck	All input feature code is tested.	TESTS FOR FEATURES AND DATA	2	0
Responsibility	Fairness	The extent to which an ML system prevents unjust predictions towards protected attributes (race, gender, income, etc).	Breck	Model specs are reviewed and submitted.	TESTS FOR MODEL DEVELOPMENT	2	0
Responsibility	Fairness	The extent to which an ML system prevents unjust predictions towards protected attributes (race, gender, income, etc).	Breck	Offline and online metrics correlate.	TESTS FOR MODEL DEVELOPMENT	0	0
Responsibility	Fairness	The extent to which an ML system prevents unjust predictions towards protected attributes (race, gender, income, etc).	Breck	All hyperparameters have been tuned.	TESTS FOR MODEL DEVELOPMENT	0	0
Responsibility	Fairness	The extent to which an ML system prevents unjust predictions towards protected attributes (race, gender, income, etc).	Breck	The impact of model staleness is known.	TESTS FOR MODEL DEVELOPMENT	0	0
Responsibility	Fairness	The extent to which an ML system prevents unjust predictions towards protected attributes (race, gender, income, etc).	Breck	A simpler model is not better.	TESTS FOR MODEL DEVELOPMENT	2	1
Responsibility	Fairness	The extent to which an ML system prevents unjust predictions towards protected attributes (race, gender, income, etc).	Breck	Model quality is sufficient on important data slices.	TESTS FOR MODEL DEVELOPMENT	4	4
Responsibility	Fairness	The extent to which an ML system prevents unjust predictions towards protected attributes (race, gender, income, etc).	Breck	The model is tested for considerations of inclusion.	TESTS FOR MODEL DEVELOPMENT	4	4
Responsibility	Fairness	The extent to which an ML system prevents unjust predictions towards protected attributes (race, gender, income, etc).	Breck	Training is reproducible.	TESTS FOR ML INFRASTRUCTURE	0	0
Responsibility	Fairness	The extent to which an ML system prevents unjust predictions towards protected attributes (race, gender, income, etc).	Breck	Model specs are unit tested.	TESTS FOR ML INFRASTRUCTURE	0	0
Responsibility	Fairness	The extent to which an ML system prevents unjust predictions towards protected attributes (race, gender, income, etc).	Breck	The ML pipeline is Integration tested	TESTS FOR ML INFRASTRUCTURE	0	0
