Characteristic	Subcharacteristics	Definition	External Practice Source	External Practice Name	External Practice Group	Score Annotator A	Score Annotator B
Comprehensibility	Traceability	The ability to relate artifacts created during the development of an ML system to how they were generated.	Serban	Automate Model Deployment	Deployment	0	0
Comprehensibility	Traceability	The ability to relate artifacts created during the development of an ML system to how they were generated.	Serban	Enable Shadow Deployment	Deployment	0	0
Comprehensibility	Traceability	The ability to relate artifacts created during the development of an ML system to how they were generated.	Serban	Continuously Monitor the Behaviour of Deployed Models	Deployment	0	0
Comprehensibility	Traceability	The ability to relate artifacts created during the development of an ML system to how they were generated.	Serban	Perform Checks to Detect Skew between Models	Deployment	0	0
Comprehensibility	Traceability	The ability to relate artifacts created during the development of an ML system to how they were generated.	Serban	Enable Automatic Roll Backs for Production Models	Deployment	0	0
Comprehensibility	Traceability	The ability to relate artifacts created during the development of an ML system to how they were generated.	Serban	Log Production Predictions with the Model's Version and Input Data	Deployment	3	3
Comprehensibility	Traceability	The ability to relate artifacts created during the development of an ML system to how they were generated.	Serban	Use A Collaborative Development Platform	Team	1	1
Comprehensibility	Traceability	The ability to relate artifacts created during the development of an ML system to how they were generated.	Serban	Establish Responsible AI Values	Governance	0	0
Comprehensibility	Traceability	The ability to relate artifacts created during the development of an ML system to how they were generated.	Serban	Enforce Fairness and Privacy	Governance	0	0
Comprehensibility	Traceability	The ability to relate artifacts created during the development of an ML system to how they were generated.	Serban	Inform Users on Machine Learning Usage	Governance	0	0
Comprehensibility	Traceability	The ability to relate artifacts created during the development of an ML system to how they were generated.	Serban	Explain Results and Decisions to Users	Governance	0	0
Comprehensibility	Traceability	The ability to relate artifacts created during the development of an ML system to how they were generated.	Serban	Provide Safe Channels to Raise Concerns	Governance	0	0
Comprehensibility	Traceability	The ability to relate artifacts created during the development of an ML system to how they were generated.	Serban	Have Your Application Audited	Governance	2	2
Comprehensibility	Understandability	The ease with which the implementation and design choices of an ML system can be understood.	Serban	Use Sanity Checks for All External Data Sources	Data	0	0
Comprehensibility	Understandability	The ease with which the implementation and design choices of an ML system can be understood.	Serban	Check that Input Data is Complete, Balanced and Well Distributed	Data	0	0
Comprehensibility	Understandability	The ease with which the implementation and design choices of an ML system can be understood.	Serban	Test for Social Bias in Training Data	Data	0	0
Comprehensibility	Understandability	The ease with which the implementation and design choices of an ML system can be understood.	Serban	Write Reusable Scripts for Data Cleaning and Merging	Data	0	0
Comprehensibility	Understandability	The ease with which the implementation and design choices of an ML system can be understood.	Serban	Prevent Discriminatory Data Attributes Used As Model Features	Data	0	0
Comprehensibility	Understandability	The ease with which the implementation and design choices of an ML system can be understood.	Serban	Use Privacy-Preserving Machine Learning Techniques	Data	0	0
Comprehensibility	Understandability	The ease with which the implementation and design choices of an ML system can be understood.	Serban	Make Data Sets Available on Shared Infrastructure (private or public)	Data	0	0
Comprehensibility	Understandability	The ease with which the implementation and design choices of an ML system can be understood.	Serban	Share a Clearly Defined Training Objective within the Team	Training	3	3
Comprehensibility	Understandability	The ease with which the implementation and design choices of an ML system can be understood.	Serban	Capture the Training Objective in a Metric that is Easy to Measure and Understand	Training	3	3
Comprehensibility	Understandability	The ease with which the implementation and design choices of an ML system can be understood.	Serban	Test all Feature Extraction Code	Training	2	2
Comprehensibility	Understandability	The ease with which the implementation and design choices of an ML system can be understood.	Serban	Assign an Owner to Each Feature and Document its Rationale	Training	3	3
Comprehensibility	Understandability	The ease with which the implementation and design choices of an ML system can be understood.	Serban	Actively Remove or Archive Features That are Not Used	Training	1	1
Comprehensibility	Understandability	The ease with which the implementation and design choices of an ML system can be understood.	Serban	Employ Interpretable Models When Possible	Training	2	2
Comprehensibility	Understandability	The ease with which the implementation and design choices of an ML system can be understood.	Serban	Peer Review Training Scripts	Training	1	1
Comprehensibility	Understandability	The ease with which the implementation and design choices of an ML system can be understood.	Serban	Enable Parallel Training Experiments	Training	0	0
Comprehensibility	Understandability	The ease with which the implementation and design choices of an ML system can be understood.	Serban	Automate Feature Generation and Selection	Training	0	0
Comprehensibility	Understandability	The ease with which the implementation and design choices of an ML system can be understood.	Serban	Automate Hyper-Parameter Optimisation	Training	0	0
Comprehensibility	Understandability	The ease with which the implementation and design choices of an ML system can be understood.	Serban	Automate Configuration of Algorithms or Model Structure	Training	0	0
Comprehensibility	Understandability	The ease with which the implementation and design choices of an ML system can be understood.	Serban	Continuously Measure Model Quality and Performance	Training	0	0
Comprehensibility	Understandability	The ease with which the implementation and design choices of an ML system can be understood.	Serban	Assess and Manage Subgroup Bias	Training	0	0
Comprehensibility	Understandability	The ease with which the implementation and design choices of an ML system can be understood.	Serban	Share Status and Outcomes of Experiments Within the Team	Training	0	0
Comprehensibility	Understandability	The ease with which the implementation and design choices of an ML system can be understood.	Serban	Run Automated Regression Tests	Coding	2	2
Comprehensibility	Understandability	The ease with which the implementation and design choices of an ML system can be understood.	Serban	Use Static Analysis to Check Code Quality	Coding	0	0
Comprehensibility	Understandability	The ease with which the implementation and design choices of an ML system can be understood.	Serban	Assure Application Security	Coding	0	0
Comprehensibility	Understandability	The ease with which the implementation and design choices of an ML system can be understood.	Serban	Automate Model Deployment	Deployment	0	0
Comprehensibility	Understandability	The ease with which the implementation and design choices of an ML system can be understood.	Serban	Enable Shadow Deployment	Deployment	0	0
Comprehensibility	Understandability	The ease with which the implementation and design choices of an ML system can be understood.	Serban	Continuously Monitor the Behaviour of Deployed Models	Deployment	0	0
Comprehensibility	Understandability	The ease with which the implementation and design choices of an ML system can be understood.	Serban	Perform Checks to Detect Skew between Models	Deployment	0	0
Comprehensibility	Understandability	The ease with which the implementation and design choices of an ML system can be understood.	Serban	Enable Automatic Roll Backs for Production Models	Deployment	0	0
Comprehensibility	Understandability	The ease with which the implementation and design choices of an ML system can be understood.	Serban	Provide Audit Trails	Deployment	2	2
Comprehensibility	Understandability	The ease with which the implementation and design choices of an ML system can be understood.	Serban	Decide Trade-Offs through Defined Team Process	Team	2	2
Comprehensibility	Understandability	The ease with which the implementation and design choices of an ML system can be understood.	Serban	Establish Responsible AI Values	Governance	0	0
Comprehensibility	Understandability	The ease with which the implementation and design choices of an ML system can be understood.	Serban	Perform Risk Assessments	Governance	2	2
Comprehensibility	Understandability	The ease with which the implementation and design choices of an ML system can be understood.	Serban	Enforce Fairness and Privacy	Governance	0	0
Comprehensibility	Understandability	The ease with which the implementation and design choices of an ML system can be understood.	Serban	Inform Users on Machine Learning Usage	Governance	0	0
Comprehensibility	Understandability	The ease with which the implementation and design choices of an ML system can be understood.	Serban	Provide Safe Channels to Raise Concerns	Governance	0	0
Comprehensibility	Understandability	The ease with which the implementation and design choices of an ML system can be understood.	Serban	Have Your Application Audited	Governance	2	2
Comprehensibility	Usability	The extent to which an ML system can be effectively used by users.	Serban	Use Sanity Checks for All External Data Sources	Data	0	0
Comprehensibility	Usability	The extent to which an ML system can be effectively used by users.	Serban	Check that Input Data is Complete, Balanced and Well Distributed	Data	0	0
Comprehensibility	Usability	The extent to which an ML system can be effectively used by users.	Serban	Write Reusable Scripts for Data Cleaning and Merging	Data	0	0
Comprehensibility	Usability	The extent to which an ML system can be effectively used by users.	Serban	Ensure Data Labelling is Performed in a Strictly Controlled Process	Data	0	0
Comprehensibility	Usability	The extent to which an ML system can be effectively used by users.	Serban	Prevent Discriminatory Data Attributes Used As Model Features	Data	0	0
Comprehensibility	Usability	The extent to which an ML system can be effectively used by users.	Serban	Use Privacy-Preserving Machine Learning Techniques	Data	0	0
Comprehensibility	Usability	The extent to which an ML system can be effectively used by users.	Serban	Share a Clearly Defined Training Objective within the Team	Training	0	0
Comprehensibility	Usability	The extent to which an ML system can be effectively used by users.	Serban	Capture the Training Objective in a Metric that is Easy to Measure and Understand	Training	2	2
Comprehensibility	Usability	The extent to which an ML system can be effectively used by users.	Serban	Assign an Owner to Each Feature and Document its Rationale	Training	3	3
Comprehensibility	Usability	The extent to which an ML system can be effectively used by users.	Serban	Employ Interpretable Models When Possible	Training	0	0
Comprehensibility	Usability	The extent to which an ML system can be effectively used by users.	Serban	Enable Parallel Training Experiments	Training	0	0
Comprehensibility	Usability	The extent to which an ML system can be effectively used by users.	Serban	Automate Feature Generation and Selection	Training	0	0
Comprehensibility	Usability	The extent to which an ML system can be effectively used by users.	Serban	Automate Hyper-Parameter Optimisation	Training	0	0
Comprehensibility	Usability	The extent to which an ML system can be effectively used by users.	Serban	Automate Configuration of Algorithms or Model Structure	Training	0	0
Comprehensibility	Usability	The extent to which an ML system can be effectively used by users.	Serban	Use Versioning for Data, Model, Configurations and Training Scripts	Training	0	0
Comprehensibility	Usability	The extent to which an ML system can be effectively used by users.	Serban	Share Status and Outcomes of Experiments Within the Team	Training	0	0
Comprehensibility	Usability	The extent to which an ML system can be effectively used by users.	Serban	Run Automated Regression Tests	Coding	0	0
Comprehensibility	Usability	The extent to which an ML system can be effectively used by users.	Serban	Use Continuous Integration	Coding	0	0
Comprehensibility	Usability	The extent to which an ML system can be effectively used by users.	Serban	Use Static Analysis to Check Code Quality	Coding	0	0
Comprehensibility	Usability	The extent to which an ML system can be effectively used by users.	Serban	Automate Model Deployment	Deployment	2	2
Comprehensibility	Usability	The extent to which an ML system can be effectively used by users.	Serban	Enable Shadow Deployment	Deployment	0	0
Comprehensibility	Usability	The extent to which an ML system can be effectively used by users.	Serban	Perform Checks to Detect Skew between Models	Deployment	0	0
Comprehensibility	Usability	The extent to which an ML system can be effectively used by users.	Serban	Enable Automatic Roll Backs for Production Models	Deployment	0	0
Comprehensibility	Usability	The extent to which an ML system can be effectively used by users.	Serban	Log Production Predictions with the Model's Version and Input Data	Deployment	0	0
Comprehensibility	Usability	The extent to which an ML system can be effectively used by users.	Serban	Provide Audit Trails	Deployment	0	0
Comprehensibility	Usability	The extent to which an ML system can be effectively used by users.	Serban	Use A Collaborative Development Platform	Team	1	1
Comprehensibility	Usability	The extent to which an ML system can be effectively used by users.	Serban	Inform Users on Machine Learning Usage	Governance	0	0
Comprehensibility	Usability	The extent to which an ML system can be effectively used by users.	Serban	Explain Results and Decisions to Users	Governance	0	0
Comprehensibility	Usability	The extent to which an ML system can be effectively used by users.	Serban	Provide Safe Channels to Raise Concerns	Governance	0	0
Comprehensibility	Debuggability	The extent to which the inner workings of the ML system can be analyzed in order to understand why it behaves the way it does.	Serban	Check that Input Data is Complete, Balanced and Well Distributed	Data	3	3
Comprehensibility	Debuggability	The extent to which the inner workings of the ML system can be analyzed in order to understand why it behaves the way it does.	Serban	Write Reusable Scripts for Data Cleaning and Merging	Data	1	1
Comprehensibility	Debuggability	The extent to which the inner workings of the ML system can be analyzed in order to understand why it behaves the way it does.	Serban	Ensure Data Labelling is Performed in a Strictly Controlled Process	Data	3	3
Comprehensibility	Debuggability	The extent to which the inner workings of the ML system can be analyzed in order to understand why it behaves the way it does.	Serban	Prevent Discriminatory Data Attributes Used As Model Features	Data	0	0
Comprehensibility	Debuggability	The extent to which the inner workings of the ML system can be analyzed in order to understand why it behaves the way it does.	Serban	Use Privacy-Preserving Machine Learning Techniques	Data	0	0
Comprehensibility	Debuggability	The extent to which the inner workings of the ML system can be analyzed in order to understand why it behaves the way it does.	Serban	Make Data Sets Available on Shared Infrastructure (private or public)	Data	2	2
Comprehensibility	Debuggability	The extent to which the inner workings of the ML system can be analyzed in order to understand why it behaves the way it does.	Serban	Share a Clearly Defined Training Objective within the Team	Training	2	2
Comprehensibility	Debuggability	The extent to which the inner workings of the ML system can be analyzed in order to understand why it behaves the way it does.	Serban	Capture the Training Objective in a Metric that is Easy to Measure and Understand	Training	0	0
Comprehensibility	Debuggability	The extent to which the inner workings of the ML system can be analyzed in order to understand why it behaves the way it does.	Serban	Test all Feature Extraction Code	Training	3	3
Comprehensibility	Debuggability	The extent to which the inner workings of the ML system can be analyzed in order to understand why it behaves the way it does.	Serban	Assign an Owner to Each Feature and Document its Rationale	Training	3	3
Comprehensibility	Debuggability	The extent to which the inner workings of the ML system can be analyzed in order to understand why it behaves the way it does.	Serban	Actively Remove or Archive Features That are Not Used	Training	2	2
Comprehensibility	Debuggability	The extent to which the inner workings of the ML system can be analyzed in order to understand why it behaves the way it does.	Serban	Peer Review Training Scripts	Training	2	2
Comprehensibility	Debuggability	The extent to which the inner workings of the ML system can be analyzed in order to understand why it behaves the way it does.	Serban	Enable Parallel Training Experiments	Training	0	0
Comprehensibility	Debuggability	The extent to which the inner workings of the ML system can be analyzed in order to understand why it behaves the way it does.	Serban	Assess and Manage Subgroup Bias	Training	0	0
Comprehensibility	Debuggability	The extent to which the inner workings of the ML system can be analyzed in order to understand why it behaves the way it does.	Serban	Use Versioning for Data, Model, Configurations and Training Scripts	Training	2	2
Comprehensibility	Debuggability	The extent to which the inner workings of the ML system can be analyzed in order to understand why it behaves the way it does.	Serban	Share Status and Outcomes of Experiments Within the Team	Training	1	1
Comprehensibility	Debuggability	The extent to which the inner workings of the ML system can be analyzed in order to understand why it behaves the way it does.	Serban	Run Automated Regression Tests	Coding	2	2
Comprehensibility	Debuggability	The extent to which the inner workings of the ML system can be analyzed in order to understand why it behaves the way it does.	Serban	Use Continuous Integration	Coding	2	2
Comprehensibility	Debuggability	The extent to which the inner workings of the ML system can be analyzed in order to understand why it behaves the way it does.	Serban	Use Static Analysis to Check Code Quality	Coding	2	2
Comprehensibility	Debuggability	The extent to which the inner workings of the ML system can be analyzed in order to understand why it behaves the way it does.	Serban	Automate Model Deployment	Deployment	0	0
Comprehensibility	Debuggability	The extent to which the inner workings of the ML system can be analyzed in order to understand why it behaves the way it does.	Serban	Enable Shadow Deployment	Deployment	0	0
Comprehensibility	Debuggability	The extent to which the inner workings of the ML system can be analyzed in order to understand why it behaves the way it does.	Serban	Continuously Monitor the Behaviour of Deployed Models	Deployment	1	1
Comprehensibility	Debuggability	The extent to which the inner workings of the ML system can be analyzed in order to understand why it behaves the way it does.	Serban	Perform Checks to Detect Skew between Models	Deployment	2	2
Comprehensibility	Debuggability	The extent to which the inner workings of the ML system can be analyzed in order to understand why it behaves the way it does.	Serban	Log Production Predictions with the Model's Version and Input Data	Deployment	4	4
Comprehensibility	Debuggability	The extent to which the inner workings of the ML system can be analyzed in order to understand why it behaves the way it does.	Serban	Establish Responsible AI Values	Governance	0	0
Comprehensibility	Debuggability	The extent to which the inner workings of the ML system can be analyzed in order to understand why it behaves the way it does.	Serban	Enforce Fairness and Privacy	Governance	0	0
Comprehensibility	Debuggability	The extent to which the inner workings of the ML system can be analyzed in order to understand why it behaves the way it does.	Serban	Inform Users on Machine Learning Usage	Governance	0	0
Comprehensibility	Debuggability	The extent to which the inner workings of the ML system can be analyzed in order to understand why it behaves the way it does.	Serban	Explain Results and Decisions to Users	Governance	0	0
Comprehensibility	Debuggability	The extent to which the inner workings of the ML system can be analyzed in order to understand why it behaves the way it does.	Serban	Provide Safe Channels to Raise Concerns	Governance	0	0
Responsibility	Explainability	The ability to explain the output of an ML system.	Serban	Use Sanity Checks for All External Data Sources	Data	0	0
Responsibility	Explainability	The ability to explain the output of an ML system.	Serban	Check that Input Data is Complete, Balanced and Well Distributed	Data	0	0
Responsibility	Explainability	The ability to explain the output of an ML system.	Serban	Test for Social Bias in Training Data	Data	0	0
Responsibility	Explainability	The ability to explain the output of an ML system.	Serban	Write Reusable Scripts for Data Cleaning and Merging	Data	0	0
Responsibility	Explainability	The ability to explain the output of an ML system.	Serban	Ensure Data Labelling is Performed in a Strictly Controlled Process	Data	0	0
Responsibility	Explainability	The ability to explain the output of an ML system.	Serban	Prevent Discriminatory Data Attributes Used As Model Features	Data	0	0
Responsibility	Explainability	The ability to explain the output of an ML system.	Serban	Use Privacy-Preserving Machine Learning Techniques	Data	0	0
Responsibility	Explainability	The ability to explain the output of an ML system.	Serban	Make Data Sets Available on Shared Infrastructure (private or public)	Data	0	0
Responsibility	Explainability	The ability to explain the output of an ML system.	Serban	Share a Clearly Defined Training Objective within the Team	Training	0	0
Responsibility	Explainability	The ability to explain the output of an ML system.	Serban	Capture the Training Objective in a Metric that is Easy to Measure and Understand	Training	0	0
Responsibility	Explainability	The ability to explain the output of an ML system.	Serban	Test all Feature Extraction Code	Training	0	0
Responsibility	Explainability	The ability to explain the output of an ML system.	Serban	Assign an Owner to Each Feature and Document its Rationale	Training	2	2
Responsibility	Explainability	The ability to explain the output of an ML system.	Serban	Actively Remove or Archive Features That are Not Used	Training	3	3
Responsibility	Explainability	The ability to explain the output of an ML system.	Serban	Employ Interpretable Models When Possible	Training	4	4
Responsibility	Explainability	The ability to explain the output of an ML system.	Serban	Peer Review Training Scripts	Training	2	2
Responsibility	Explainability	The ability to explain the output of an ML system.	Serban	Enable Parallel Training Experiments	Training	0	0
Responsibility	Explainability	The ability to explain the output of an ML system.	Serban	Automate Feature Generation and Selection	Training	0	0
Responsibility	Explainability	The ability to explain the output of an ML system.	Serban	Automate Hyper-Parameter Optimisation	Training	0	0
Responsibility	Explainability	The ability to explain the output of an ML system.	Serban	Automate Configuration of Algorithms or Model Structure	Training	0	0
Responsibility	Explainability	The ability to explain the output of an ML system.	Serban	Continuously Measure Model Quality and Performance	Training	0	0
Responsibility	Explainability	The ability to explain the output of an ML system.	Serban	Assess and Manage Subgroup Bias	Training	0	0
Responsibility	Explainability	The ability to explain the output of an ML system.	Serban	Use Versioning for Data, Model, Configurations and Training Scripts	Training	0	0
Responsibility	Explainability	The ability to explain the output of an ML system.	Serban	Share Status and Outcomes of Experiments Within the Team	Training	0	0
Responsibility	Explainability	The ability to explain the output of an ML system.	Serban	Run Automated Regression Tests	Coding	0	0
Responsibility	Explainability	The ability to explain the output of an ML system.	Serban	Use Continuous Integration	Coding	0	0
Responsibility	Explainability	The ability to explain the output of an ML system.	Serban	Use Static Analysis to Check Code Quality	Coding	0	0
Responsibility	Explainability	The ability to explain the output of an ML system.	Serban	Assure Application Security	Coding	0	0
Responsibility	Explainability	The ability to explain the output of an ML system.	Serban	Automate Model Deployment	Deployment	0	0
Responsibility	Explainability	The ability to explain the output of an ML system.	Serban	Enable Shadow Deployment	Deployment	0	0
Responsibility	Explainability	The ability to explain the output of an ML system.	Serban	Continuously Monitor the Behaviour of Deployed Models	Deployment	0	0
Responsibility	Explainability	The ability to explain the output of an ML system.	Serban	Perform Checks to Detect Skew between Models	Deployment	0	0
Responsibility	Explainability	The ability to explain the output of an ML system.	Serban	Enable Automatic Roll Backs for Production Models	Deployment	0	0
Responsibility	Explainability	The ability to explain the output of an ML system.	Serban	Work Against a Shared Backlog	Team	0	0
Responsibility	Explainability	The ability to explain the output of an ML system.	Serban	Decide Trade-Offs through Defined Team Process	Team	2	2
Responsibility	Explainability	The ability to explain the output of an ML system.	Serban	Establish Responsible AI Values	Governance	3	3
Responsibility	Explainability	The ability to explain the output of an ML system.	Serban	Perform Risk Assessments	Governance	2	2
Responsibility	Explainability	The ability to explain the output of an ML system.	Serban	Enforce Fairness and Privacy	Governance	2	2
Responsibility	Explainability	The ability to explain the output of an ML system.	Serban	Inform Users on Machine Learning Usage	Governance	2	2
Responsibility	Explainability	The ability to explain the output of an ML system.	Serban	Explain Results and Decisions to Users	Governance	4	4
Responsibility	Explainability	The ability to explain the output of an ML system.	Serban	Provide Safe Channels to Raise Concerns	Governance	2	2
Responsibility	Explainability	The ability to explain the output of an ML system.	Serban	Have Your Application Audited	Governance	2	2
Responsibility	Fairness	The extent to which an ML system prevents unjust predictions towards protected attributes (race, gender, income, etc).	Serban	Use Sanity Checks for All External Data Sources	Data	0	0
Responsibility	Fairness	The extent to which an ML system prevents unjust predictions towards protected attributes (race, gender, income, etc).	Serban	Test for Social Bias in Training Data	Data	4	4
Responsibility	Fairness	The extent to which an ML system prevents unjust predictions towards protected attributes (race, gender, income, etc).	Serban	Write Reusable Scripts for Data Cleaning and Merging	Data	0	0
Responsibility	Fairness	The extent to which an ML system prevents unjust predictions towards protected attributes (race, gender, income, etc).	Serban	Ensure Data Labelling is Performed in a Strictly Controlled Process	Data	2	2
Responsibility	Fairness	The extent to which an ML system prevents unjust predictions towards protected attributes (race, gender, income, etc).	Serban	Prevent Discriminatory Data Attributes Used As Model Features	Data	4	4
Responsibility	Fairness	The extent to which an ML system prevents unjust predictions towards protected attributes (race, gender, income, etc).	Serban	Make Data Sets Available on Shared Infrastructure (private or public)	Data	0	0
Responsibility	Fairness	The extent to which an ML system prevents unjust predictions towards protected attributes (race, gender, income, etc).	Serban	Share a Clearly Defined Training Objective within the Team	Training	2	2
Responsibility	Fairness	The extent to which an ML system prevents unjust predictions towards protected attributes (race, gender, income, etc).	Serban	Capture the Training Objective in a Metric that is Easy to Measure and Understand	Training	0	0
Responsibility	Fairness	The extent to which an ML system prevents unjust predictions towards protected attributes (race, gender, income, etc).	Serban	Test all Feature Extraction Code	Training	0	0
Responsibility	Fairness	The extent to which an ML system prevents unjust predictions towards protected attributes (race, gender, income, etc).	Serban	Assign an Owner to Each Feature and Document its Rationale	Training	2	2
Responsibility	Fairness	The extent to which an ML system prevents unjust predictions towards protected attributes (race, gender, income, etc).	Serban	Peer Review Training Scripts	Training	2	2
Responsibility	Fairness	The extent to which an ML system prevents unjust predictions towards protected attributes (race, gender, income, etc).	Serban	Enable Parallel Training Experiments	Training	0	0
Responsibility	Fairness	The extent to which an ML system prevents unjust predictions towards protected attributes (race, gender, income, etc).	Serban	Automate Feature Generation and Selection	Training	0	0
Responsibility	Fairness	The extent to which an ML system prevents unjust predictions towards protected attributes (race, gender, income, etc).	Serban	Automate Hyper-Parameter Optimisation	Training	0	0
Responsibility	Fairness	The extent to which an ML system prevents unjust predictions towards protected attributes (race, gender, income, etc).	Serban	Automate Configuration of Algorithms or Model Structure	Training	0	0
Responsibility	Fairness	The extent to which an ML system prevents unjust predictions towards protected attributes (race, gender, income, etc).	Serban	Continuously Measure Model Quality and Performance	Training	0	0
Responsibility	Fairness	The extent to which an ML system prevents unjust predictions towards protected attributes (race, gender, income, etc).	Serban	Assess and Manage Subgroup Bias	Training	4	4
Responsibility	Fairness	The extent to which an ML system prevents unjust predictions towards protected attributes (race, gender, income, etc).	Serban	Use Versioning for Data, Model, Configurations and Training Scripts	Training	0	0
Responsibility	Fairness	The extent to which an ML system prevents unjust predictions towards protected attributes (race, gender, income, etc).	Serban	Share Status and Outcomes of Experiments Within the Team	Training	0	0
Responsibility	Fairness	The extent to which an ML system prevents unjust predictions towards protected attributes (race, gender, income, etc).	Serban	Run Automated Regression Tests	Coding	0	0
Responsibility	Fairness	The extent to which an ML system prevents unjust predictions towards protected attributes (race, gender, income, etc).	Serban	Use Continuous Integration	Coding	0	0
Responsibility	Fairness	The extent to which an ML system prevents unjust predictions towards protected attributes (race, gender, income, etc).	Serban	Use Static Analysis to Check Code Quality	Coding	0	0
Responsibility	Fairness	The extent to which an ML system prevents unjust predictions towards protected attributes (race, gender, income, etc).	Serban	Automate Model Deployment	Deployment	0	0
Responsibility	Fairness	The extent to which an ML system prevents unjust predictions towards protected attributes (race, gender, income, etc).	Serban	Enable Shadow Deployment	Deployment	0	0
Responsibility	Fairness	The extent to which an ML system prevents unjust predictions towards protected attributes (race, gender, income, etc).	Serban	Continuously Monitor the Behaviour of Deployed Models	Deployment	0	0
Responsibility	Fairness	The extent to which an ML system prevents unjust predictions towards protected attributes (race, gender, income, etc).	Serban	Perform Checks to Detect Skew between Models	Deployment	0	0
Responsibility	Fairness	The extent to which an ML system prevents unjust predictions towards protected attributes (race, gender, income, etc).	Serban	Enable Automatic Roll Backs for Production Models	Deployment	0	0
Responsibility	Fairness	The extent to which an ML system prevents unjust predictions towards protected attributes (race, gender, income, etc).	Serban	Log Production Predictions with the Model's Version and Input Data	Deployment	0	0
Responsibility	Fairness	The extent to which an ML system prevents unjust predictions towards protected attributes (race, gender, income, etc).	Serban	Provide Audit Trails	Deployment	2	2
Responsibility	Fairness	The extent to which an ML system prevents unjust predictions towards protected attributes (race, gender, income, etc).	Serban	Use A Collaborative Development Platform	Team	2	2
Responsibility	Fairness	The extent to which an ML system prevents unjust predictions towards protected attributes (race, gender, income, etc).	Serban	Communicate, Align, and Collaborate With Others	Team	2	2
Responsibility	Fairness	The extent to which an ML system prevents unjust predictions towards protected attributes (race, gender, income, etc).	Serban	Decide Trade-Offs through Defined Team Process	Team	2	2
Responsibility	Fairness	The extent to which an ML system prevents unjust predictions towards protected attributes (race, gender, income, etc).	Serban	Establish Responsible AI Values	Governance	4	4
Responsibility	Fairness	The extent to which an ML system prevents unjust predictions towards protected attributes (race, gender, income, etc).	Serban	Enforce Fairness and Privacy	Governance	4	4
Responsibility	Fairness	The extent to which an ML system prevents unjust predictions towards protected attributes (race, gender, income, etc).	Serban	Have Your Application Audited	Governance	2	2
Responsibility	Ownership	The extent to which there exists people appointed to maintaining the ML System and supporting all the relevant stakeholders.	Serban	Use Sanity Checks for All External Data Sources	Data	0	0
Responsibility	Ownership	The extent to which there exists people appointed to maintaining the ML System and supporting all the relevant stakeholders.	Serban	Check that Input Data is Complete, Balanced and Well Distributed	Data	0	0
Responsibility	Ownership	The extent to which there exists people appointed to maintaining the ML System and supporting all the relevant stakeholders.	Serban	Write Reusable Scripts for Data Cleaning and Merging	Data	0	0
Responsibility	Ownership	The extent to which there exists people appointed to maintaining the ML System and supporting all the relevant stakeholders.	Serban	Ensure Data Labelling is Performed in a Strictly Controlled Process	Data	0	0
Responsibility	Ownership	The extent to which there exists people appointed to maintaining the ML System and supporting all the relevant stakeholders.	Serban	Prevent Discriminatory Data Attributes Used As Model Features	Data	0	0
Responsibility	Ownership	The extent to which there exists people appointed to maintaining the ML System and supporting all the relevant stakeholders.	Serban	Use Privacy-Preserving Machine Learning Techniques	Data	0	0
Responsibility	Ownership	The extent to which there exists people appointed to maintaining the ML System and supporting all the relevant stakeholders.	Serban	Capture the Training Objective in a Metric that is Easy to Measure and Understand	Training	0	0
Responsibility	Ownership	The extent to which there exists people appointed to maintaining the ML System and supporting all the relevant stakeholders.	Serban	Test all Feature Extraction Code	Training	0	0
Responsibility	Ownership	The extent to which there exists people appointed to maintaining the ML System and supporting all the relevant stakeholders.	Serban	Assign an Owner to Each Feature and Document its Rationale	Training	4	4
Responsibility	Ownership	The extent to which there exists people appointed to maintaining the ML System and supporting all the relevant stakeholders.	Serban	Actively Remove or Archive Features That are Not Used	Training	0	0
Responsibility	Ownership	The extent to which there exists people appointed to maintaining the ML System and supporting all the relevant stakeholders.	Serban	Employ Interpretable Models When Possible	Training	0	0
Responsibility	Ownership	The extent to which there exists people appointed to maintaining the ML System and supporting all the relevant stakeholders.	Serban	Enable Parallel Training Experiments	Training	0	0
Responsibility	Ownership	The extent to which there exists people appointed to maintaining the ML System and supporting all the relevant stakeholders.	Serban	Automate Feature Generation and Selection	Training	0	0
Responsibility	Ownership	The extent to which there exists people appointed to maintaining the ML System and supporting all the relevant stakeholders.	Serban	Automate Hyper-Parameter Optimisation	Training	0	0
Responsibility	Ownership	The extent to which there exists people appointed to maintaining the ML System and supporting all the relevant stakeholders.	Serban	Automate Configuration of Algorithms or Model Structure	Training	0	0
Responsibility	Ownership	The extent to which there exists people appointed to maintaining the ML System and supporting all the relevant stakeholders.	Serban	Continuously Measure Model Quality and Performance	Training	0	0
Responsibility	Ownership	The extent to which there exists people appointed to maintaining the ML System and supporting all the relevant stakeholders.	Serban	Assess and Manage Subgroup Bias	Training	0	0
Responsibility	Ownership	The extent to which there exists people appointed to maintaining the ML System and supporting all the relevant stakeholders.	Serban	Use Versioning for Data, Model, Configurations and Training Scripts	Training	0	0
Responsibility	Ownership	The extent to which there exists people appointed to maintaining the ML System and supporting all the relevant stakeholders.	Serban	Run Automated Regression Tests	Coding	0	0
Responsibility	Ownership	The extent to which there exists people appointed to maintaining the ML System and supporting all the relevant stakeholders.	Serban	Use Continuous Integration	Coding	0	0
